"","Brand","Model.Number","Price","Photo","Engine.Type","Body.Type","Fuel.Type","Gearbox.Type","Power.hp","Displacement.l","Torque.lbft","Cylinders","Drivetrain","MPG.City","MPG.Highway","Seats","Doors","Height.in","Length.in","Width.in","Wheelbase.in","Clearance.in","Air.Conditioner","Heater","AntiLock.Braking.System","Central.Locking","Power.Steering","Power.Windows","Leather.Seats","Anti.Lock.Braking","Brake.Assist","Central.Locking.1","Power.Door.Locks","Child.Safety.Locks","Night.Rear.View.Mirror","Rear.Seat.Belts","Door.Ajar.Warning","Adjustable.Seats","Crash.Sensor","Engine.Check.Warning","Rear.Camera","Anti.Theft.Device","Touch.Screen","Audio.System.Remote.Control","Speakers.Front...back","Bluetooth.Connectivity","USB...Auxiliary.Input","Adjustable.Steering.Column","Height.Adjustable.Driving.Seat","Digital.Clock","Smoke.Headlamps","Electric.Folding.Rear.View.Mirror","Automatic.Climate.Control","Low.Fuel.Warning.Light","Parking.Sensors","Bottle.Holder","Voice.Control","Seat.Belt.Warning","Vehicle.Stability.Control.System","Engine.Immobilizer","Rear.Reading.Lamp","Radio","Outside.Temperature.Display","Fog.Lights.Front...Back","Centrally.Mounted.Fuel.Tank","CD.Player","DVD.Player","Electric.Adjustable.Seats","Keyless.Entry","Tyre.Pressure.Monitor","Smart.Access.Card.Entry","Xenon.Headlamps","Halogen.Headlamps","Removable.Convertible.Top","Cassette.Player"
"2039","Acura","MDX 3.5L 2023",49050,"https://www.ccarprice.com/products/Acura_MDX_3.5L_2023.jpg","3.5L V6 Gas","SUV","Petrol","Automatic",290,3.5,267,6,"all",19,25,7,4,67.1,198.4,78.7,113.8,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","Yes","","Yes","Yes","","","",""
"2040","Acura","MDX 3.5L SH-AWD 2022",49200,"https://www.ccarprice.com/products/Acura_MDX_3.5L_SH-AWD_2022.jpg","3.5L V6 Gas","SUV","Petrol","Automatic",290,3.5,267,6,"all",19,25,7,4,67.1,198.4,78.7,113.8,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","Yes","","Yes","Yes","","","",""
"2041","Acura","RDX A-Spec Advance Package 2022",51300,"https://www.ccarprice.com/products/Acura_RDX_A-Spec_Advance_Package_2022.jpg","2.0-liter Turbo Inline-4 Gas","SUV","Petrol","Automatic",272,2,280,4,"all",21,26,5,4,65.7,186.7,74.8,108.3,5.7,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","Yes","Yes","","","","",""
"2042","Acura","RDX A-Spec Package AWD 2022",47150,"https://www.ccarprice.com/products/Acura_RDX_A-Spec_Package_AWD_2022.jpg","2.0-liter Turbo Inline-4 Gas","SUV","Petrol","Automatic",272,2,280,4,"all",21,26,5,4,65.7,186.7,74.8,108.3,5.7,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","Yes","Yes","","","","",""
"2043","Acura","RDX Technology Package AWD 2022",44150,"https://www.ccarprice.com/products/Acura_RDX_Technology_Package_AWD_2022.jpg","2.0-liter Turbo Inline-4 Gas","SUV","Petrol","Automatic",272,2,280,4,"all",22,27,5,4,65.7,186.7,74.8,108.3,5.7,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","Yes","Yes","Yes","","","",""
"2044","Acura","RDX SH-AWD 2022",41500,"https://www.ccarprice.com/products/Acura_RDX_SH_AWD_2022.jpg","2.0-liter Turbo Inline-4 Gas","SUV","Petrol","Automatic",272,2,280,4,"all",21,27,5,4,65.7,187.4,74.8,108.3,5.7,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","Yes","Yes","","","","",""
"2045","Acura","ILX Premium 2022",28500,"https://www.ccarprice.com/products/Acura_ILX_Premium_2022.jpg","2.4-liter Inline-4 Gas","Sedan","Petrol","Automatic",201,2.4,180,4,"front",24,34,5,4,55.6,182.2,70.6,105.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","","","","","","",""
"2046","Acura","ILX 2023",28700,"https://www.ccarprice.com/products/Acura_ILX_2023.jpg","2.4-liter Inline-4 Gas","Sedan","Petrol","Automatic",201,2.4,180,4,"front",24,34,5,4,55.6,182.2,70.6,105.1,3.8,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","Yes","Yes","Yes","Yes","","","Yes","","","","Yes","Yes","Yes","","","Yes","","","",""
"2047","Acura","Integra 2023",30800,"https://www.ccarprice.com/products/Acura_Integra_2023_2.jpg","1.5L Turbo Inline-4 Gas","Hatchback","Petrol","CVT",200,1.5,192,4,"front",30,37,5,4,55.5,185.8,72,107.7,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","","Yes","","","",""
"2048","Acura","TLX Type S Performance 2022",53600,"https://www.ccarprice.com/products/Acura_TLX_Type_S_Performance_2022.jpg","3.0L Turbo V6 Gas","Sedan","Petrol","Automatic",355,3,354,6,"all",19,24,5,4,56.4,194.6,75.2,113,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","",""
"2049","Acura","RDX 2023",40600,"https://www.ccarprice.com/products/Acura_RDX_2023_2.jpg","2.0-liter Turbo Inline-4 Gas","SUV","Petrol","Automatic",272,2,280,4,"all",21,27,5,4,65.7,186.7,74.8,108.3,3.8,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","","","Yes","","","Yes","Yes","","","Yes","","","","Yes","Yes","Yes","","","","","","",""
"2050","Acura","MDX 3.5L with Advance Package 2023",63000,"https://www.ccarprice.com/products/Acura_MDX_3.5L_with_Advance_Package_2023.jpg","3.5L V6 Gas","SUV","Petrol","Automatic",290,3.5,267,6,"all",19,25,7,4,67.1,198.4,78.7,113.8,3.8,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","Yes","","","","","","",""
"2051","Acura","Integra Sedan 2023",30800,"https://www.ccarprice.com/products/Acura_Integra_Sedan_2023.jpg","1.5L Turbo Inline-4 Gas","Hatchback","Petrol","CVT",200,1.5,192,4,"front",30,37,5,4,55.5,185.8,72,107.7,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yyes","","","","","Yes","","Yes","","","","Yes",""
"2052","Acura","NSX Type S 2022",169500,"https://www.ccarprice.com/products/Acura_NSX_Type_S_Coupe_2022_1.jpg","3.5L Twin-Turbo V6 Hybrid","Coupe","Hybrid","Automatic",500,3.5,406,NA,"all",21,22,2,2,47.8,176,76.3,103.5,3.8,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yyes","","","","","Yes","","Yes","","","","Yes",""
"2053","Acura","TLX Type S 2022",52800,"https://www.ccarprice.com/products/Acura_TLX_Type_S_2022.jpg","3.0L Turbo V6 Gas","Sedan","Petrol","Automatic",355,3,354,6,"all",19,25,5,4,56.4,194.6,75.2,113,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","",""
"2054","Acura","NSX SH-AWD 2022",160500,"https://www.ccarprice.com/products/Acura_NSX_SH-AWD_2022.jpg","3.5L Twin-Turbo V6 Hybrid","Coupe","Hybrid","Automatic",500,3.5,406,6,"all",21,22,2,2,47.8,176,76.3,103.5,3.8,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yyes","","","","","Yes","","Yes","","","","Yes",""
"2055","Acura","NSX Type S 2022",169500,"https://www.ccarprice.com/products/Acura_NSX_Type_S_2022_3.jpg","3.5L Twin-Turbo V6 Hybrid","Coupe","Hybrid","Automatic",500,3.5,406,NA,"all",21,22,2,2,47.8,176,76.3,103.5,3.8,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yyes","","","","","Yes","","Yes","","","","Yes",""
"2056","Acura","TLX 2022",53600,"https://www.ccarprice.com/products/Acura-TLX-2022.jpg","2.0L Turbo Inline-4 Gas","Sedan","Petrol","Automatic",272,2,280,4,"front",22,31,5,4,56.4,194.6,75.2,113,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","","","","","","Yes","Yes","Yes","","","","",""
"2057","Acura","ILX Premium A-Spec Package 2022",30500,"https://www.ccarprice.com/products/Acura_ILX_Premium_A-Spec_Package_2022_1.jpg","2.4-liter Inline-4 Gas","Sedan","Petrol","Automatic",201,2.4,180,4,"front",24,34,5,4,55.6,182.2,70.6,105.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","","","","","","",""
"2058","Acura","ILX Technology Package 2022",33400,"https://www.ccarprice.com/products/Acura_ILX_Technology_Package_2022_1.jpg","2.4-liter Inline-4 Gas","Sedan","Petrol","Automatic",201,2.4,180,4,"front",24,34,5,4,55.6,182.2,70.6,105.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","","","","Yes","","","Yes","","","","","","",""
"2059","Acura","RDX Advance Package 2022",49300,"https://www.ccarprice.com/products/Acura_RDX_Advance_Package_2022_1.jpg","2.0-liter Turbo Inline-4 Gas","SUV","Petrol","Automatic",272,2,280,4,"all",21,27,5,4,65.7,186.7,74.8,108.3,5.7,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","Yes","Yes","","","","",""
"2060","Acura","RDX A-Spec Package 2022",44950,"https://www.ccarprice.com/products/Acura_RDX_A-Spec_Package_2022_1.jpg","2.0-liter Turbo Inline-4 Gas","SUV","Petrol","Automatic",272,2,280,4,"front",22,27,5,4,65.7,186.7,74.8,108.3,5.7,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","Yes","Yes","Yes","","","","",""
"2061","Acura","RDX Technology Package 2022",41950,"https://www.ccarprice.com/products/Acura_RDX_Technology_Package_2022_1.jpg","2.0-liter Turbo Inline-4 Gas","SUV","Petrol","Automatic",272,2,280,4,"front",22,28,5,4,65.7,186.7,74.8,108.3,5.7,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","Yes","Yes","","","","",""
"2062","Acura","RDX FWD 2022",39300,"https://www.ccarprice.com/products/Acura_RDX_2022_1.jpg","2.0-liter Turbo Inline-4 Gas","SUV","Petrol","Automatic",272,2,280,4,"front",21,28,5,4,65.7,187.4,74.8,108.3,5.7,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","Yes","Yes","","","","",""
"2063","Acura","ILX Premium Package 2022",29300,"https://www.ccarprice.com/products/Acura_ILX_Premium_Package_2022_1.jpg","2.4-liter Inline-4 Gas","Sedan","Petrol","Automatic",201,2.4,180,4,"front",24,34,5,4,55.6,182.2,70.6,105.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","","","","","","",""
"2064","Acura","ILX 2022",26500,"https://www.ccarprice.com/products/Acura_ILX_2022.jpg","2.4-liter Inline-4 Gas","Sedan","Petrol","Automatic",201,2.4,180,4,"front",24,34,5,4,55.6,182.2,70.6,105.1,4.4,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","","","","","","","",""
"2065","Acura","MDX 3.5L with Advance Package 2022",60650,"https://www.ccarprice.com/products/Acura_MDX_3_5L_with_Advance_Package_2022.jpg","3.5L V6 Gas","SUV","Petrol","Automatic",290,3.5,267,6,"all",19,25,7,4,67.1,198.4,78.7,113.8,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","Yes","","Yes","Yes","","","",""
"2066","Acura","MDX 3.5L with A-Spec Package 2022",58400,"https://www.ccarprice.com/products/Acura_MDX_3.5L_with_A-Spec_Package_2022.jpg","3.5L V6 Gas","SUV","Petrol","Automatic",290,3.5,267,6,"all",19,25,7,4,67.1,198.4,78.7,113.8,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","Yes","","Yes","Yes","","","",""
"2067","Acura","MDX SH-AWD 2022",48200,"https://www.ccarprice.com/products/Acura_MDX_SH-AWD_2022.jpg","3.5L V6 Gas","SUV","Petrol","Automatic",290,3.5,267,6,"all",19,26,7,4,67.1,198.4,78.7,113.8,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","Yes","","Yes","Yes","","","",""
"2068","Acura","MDX 3.5L 2022",47200,"https://www.ccarprice.com/products/Acura_MDX_3.5L_2022.jpg","3.5L V6 Gas","SUV","Petrol","Automatic",290,3.5,267,6,"front",19,26,7,4,67.1,198.4,78.7,113.8,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","","Yes","","","Yes","","","","","","","Yes","","Yes","Yes","","","",""
"2069","Acura","NSX SH-AWD 2021",157510,"https://www.ccarprice.com/products/Acura_NSX_SH-AWD_2021.jpg","3.5-liter Twin-Turbo V6 Hybrid","Coupe","Hybrid","Automatic",573,3.5,476,6,"all",21,22,2,2,47.8,176,76.3,103.5,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yyes","","","","","Yes","","Yes","","","","Yes",""
"2070","Acura","ILX Technology & A-Spec Package 2021",31850,"https://www.ccarprice.com/products/Acura_ILX_Technology__A-Spec_Package_2021.jpg","2.4-liter Inline-4 Gas","Sedan","Petrol","Automatic",201,2.4,180,4,"front",24,34,5,4,55.6,182.2,70.6,105.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","","","","","Yes","","","","","","",""
"2071","Acura","MDX 3.5L with Technology Package 2021",51500,"https://www.ccarprice.com/products/Acura_MDX_3.5L_with_Technology_Package_2021.jpg","3.5-liter V6 Gas","SUV","Petrol","Automatic",290,3.5,267,6,"all",19,26,7,4,67.4,196.2,77.7,111,5.6,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","","Yes","","Yes","","","","",""
"2072","Acura","ILX Premium & A-Spec Package 2021",29950,"https://www.ccarprice.com/products/Acura_ILX_Premium__A-Spec_Package_2021.jpg","2.4-liter Inline-4 Gas","Sedan","Petrol","Automatic",201,2.4,180,4,"front",24,34,5,4,55.6,182.2,70.6,105.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","","","","","Yes","","","","","","",""
"2073","Acura","MDX PMC Edition 2021",61750,"https://www.ccarprice.com/products/Acura-MDX-PMC-Edition-2021.jpg","3.5-liter V6 Gas","SUV","Petrol","Automatic",290,3.5,267,6,"all",19,25,6,4,67.4,196.2,77.7,111,5.6,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","",""
"2074","Acura","ILX Premium Package 2021",27950,"https://www.ccarprice.com/products/Acura_ILX_Premium_Package_2021.jpg","2.4-liter Inline-4 Gas","Sedan","Petrol","Automatic",201,2.4,180,4,"front",24,34,5,4,55.6,182.2,70.6,105.1,NA,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","","Yes","Yes","Yes","Yes","","","","","Yes","","","","","","",""
"2075","Acura","MDX 3.5L FWD 2021",44620,"https://www.ccarprice.com/products/Acura-MDX-3.5L-FWD-2021.jpg","3.5-liter V6 Gas","SUV","Petrol","Automatic",290,3.5,267,6,"front",20,27,7,4,67.4,196.2,77.7,111,5.6,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","","Yes","","","","Yes",""
"2076","Genesis","G80 2.5T 2022",48000,"https://www.ccarprice.com/products/Genesis_G80_2022.jpg","2.5L Turbo Inline-4 Gas","Sedan","Petrol","Automatic",300,2.5,311,8,"rear",23,32,5,4,57.7,196.7,75.8,118.5,5.5,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","","","","Yes","Yes","Yes","","","","","","",""
"2077","Genesis","G80 2.5T 2023",48250,"https://www.ccarprice.com/products/Genesis_G80_2023_1.jpg","2.5L Turbo Inline-4 Gas","Sedan","Petrol","Automatic",300,2.5,311,8,"rear",23,32,5,4,57.7,196.7,75.8,118.5,5.5,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","","","","Yes","Yes","Yes","","","","","","",""
"2078","Genesis","GV80 2.5T 2023",55550,"https://www.ccarprice.com/products/Genesis_GV80_2023_1.jpg","2.5L Turbo Inline-4 Gas","SUV","Petrol","Automatic",300,2.5,311,NA,"all",20,24,5,4,67.5,194.7,77.8,116.3,8.1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","","","","","","","Yes","Yes","Yes","Yes","","","",""
"2079","Genesis","GV70 2.5T 2023",42900,"https://www.ccarprice.com/products/Genesis_GV70_2023.jpg","2.5L Turbo Inline-4 Gas","SUV","Petrol","Automatic",300,2.5,311,4,"all",19,26,5,4,64.2,185.6,75.2,113.2,7.3,"Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","",""
"2080","Genesis","GV60 Performance 2023",67890,"https://www.ccarprice.com/products/Genesis_GV60_Performance_2023.jpg","Electric","SUV","Electric","Automatic",429,NA,446,NA,"all",0,0,5,4,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","",""
"2081","Genesis","GV60 Advanced 2023",59290,"https://www.ccarprice.com/products/Genesis_GV60_Advanced_2023.jpg","Electric","SUV","Electric","Automatic",314,NA,446,NA,"all",0,0,5,4,NA,NA,NA,NA,NA,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","","","Yes","Yes","Yes","","","","",""
"2082","Genesis","G80 2.5T AWD 2023",51400,"https://www.ccarprice.com/products/Genesis_G80_2.5T_AWD_2023.jpg","2.5L Turbo Inline-4 Gas","Sedan","Petrol","Automatic",300,2.5,311,8,"all",22,30,5,4,57.7,196.7,75.8,118.5,5.5,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","","","Yes","Yes","","Yes","Yes","Yes","Yes","Yes","","","Yes","","","","Yes","Yes","Yes","","","","","","",""
